ms_zoning,lot_area,street,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,pool_qc,fence,misc_feature,mo_sold,yr_sold,sale_type,saleprice
RM,8.397508348470257,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,Ex,Y,SBrkr,848,0,6.744059186311348,1.0,0.0,1,0,1,1,Gd,4,Typ,0,No Fireplace,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,No Pool,No Fence,No Misc,6,2009,WD ,11.87757552297847
RM,8.681181041521688,Pave,No Alley,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,816.0,GasA,Ex,Y,SBrkr,816,0,6.705639094860003,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,0,0,96,0,No Pool,No Fence,No Misc,6,2008,WD ,11.699413330633599
RL,9.292841593487926,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1097.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,7.001245622069476,0.0,0.0,1,1,3,1,TA,6,Typ,0,No Fireplace,Attchd,1995.0,Unf,2.0,672.0,TA,TA,Y,392,64,0,0,No Pool,No Fence,No Misc,6,2009,WD ,11.884495917930655
RL,8.581294116822761,Pave,No Alley,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196.0,Unf,0.0,298.0,1494.0,GasA,Ex,Y,SBrkr,1652,0,7.410347097821024,1.0,0.0,2,0,2,1,Ex,6,Typ,0,No Fireplace,Attchd,2000.0,RFn,2.0,499.0,TA,TA,Y,96,48,0,0,No Pool,No Fence,No Misc,8,2007,WD ,12.433212202169729
RL,9.285355075781629,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,1768,0,7.478169694159785,0.0,0.0,2,0,4,2,TA,8,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,No Misc,4,2010,WD ,11.824087219587643
RL,8.831419819090131,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,N,FuseF,1152,0,7.050122520269059,0.0,0.0,2,0,2,2,TA,6,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,N,0,0,0,0,No Pool,No Fence,No Misc,7,2008,WD ,11.320565693461432
I,9.988793309115229,Grvl,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,N,FuseA,810,0,6.698268054115413,0.0,0.0,1,0,1,1,TA,4,Min1,0,No Fireplace,Detchd,1975.0,Unf,1.0,280.0,TA,TA,N,119,24,0,0,No Pool,No Fence,No Misc,3,2009,ConLD,10.961729133727554
RL,9.240675571772256,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,Unf,0.0,474.0,1350.0,GasA,Ex,Y,SBrkr,1358,0,7.214504414151143,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,TA,Y,192,26,0,0,No Pool,No Fence,No Misc,5,2009,WD ,12.26670197321789
RM,8.412054873292933,Pave,No Alley,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897.0,Unf,0.0,319.0,1216.0,GasA,Ex,Y,SBrkr,1216,0,7.104144092987527,1.0,0.0,2,0,2,1,TA,5,Typ,0,No Fireplace,Attchd,1998.0,Unf,2.0,402.0,TA,TA,Y,0,125,0,0,No Pool,No Fence,No Misc,5,2006,WD ,12.00762780434872
RM,9.11173476822206,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,Gd,Y,SBrkr,967,671,7.40184157874383,0.0,0.0,2,0,4,1,Gd,6,Typ,0,No Fireplace,Detchd,1957.0,Unf,1.0,384.0,TA,TA,Y,0,21,0,0,No Pool,No Fence,No Misc,4,2006,WD ,11.842236406331555
FV,7.6783263565068856,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,Unf,0.0,90.0,600.0,GasA,Ex,Y,SBrkr,624,628,7.133295954896068,1.0,0.0,2,1,2,1,Gd,4,Typ,0,No Fireplace,Detchd,1999.0,Unf,2.0,462.0,TA,TA,Y,0,48,0,0,No Pool,No Fence,No Misc,3,2008,WD ,11.982935344196433
RL,8.945071894361302,Pave,No Alley,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,718.0,LwQ,110.0,0.0,828.0,GasA,TA,Y,SBrkr,883,0,6.784457062637643,1.0,0.0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1998.0,Unf,2.0,698.0,TA,TA,Y,100,32,0,0,No Pool,GdPrv,No Misc,6,2009,WD ,11.91170829631447
RL,9.196140022575042,Pave,No Alley,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510.0,Unf,0.0,354.0,864.0,GasA,TA,Y,SBrkr,874,0,6.774223886357614,1.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,33,0,0,0,No Pool,GdWo,Shed,11,2009,WD ,11.775297421715827
RM,9.239996256883693,Pave,No Alley,IR1,Bnk,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576.0,GasA,Gd,Y,SBrkr,902,808,7.444833273892193,0.0,0.0,2,0,3,1,TA,9,Typ,0,No Fireplace,Detchd,1990.0,Unf,2.0,480.0,TA,TA,Y,12,11,64,0,No Pool,GdPrv,No Misc,4,2010,WD ,11.849404844423074
FV,9.002824076547672,Pave,No Alley,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1836.0,1836.0,GasA,Ex,Y,SBrkr,1836,0,7.515889085215125,0.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2009.0,Fin,2.0,517.0,TA,TA,Y,0,175,0,0,No Pool,No Fence,No Misc,10,2009,New,12.48560031099168
RL,9.605822482030945,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,1092.0,GasA,TA,Y,FuseA,1092,0,6.996681488176539,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1957.0,Fin,1.0,299.0,TA,TA,Y,268,0,0,122,No Pool,MnWw,No Misc,5,2006,WD ,11.856522261533737
FV,8.360539381370861,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1106.0,Unf,0.0,135.0,1241.0,GasA,Ex,Y,SBrkr,1241,0,7.124478262493424,1.0,0.0,1,1,1,1,Gd,4,Typ,0,No Fireplace,Attchd,2007.0,Fin,2.0,569.0,TA,TA,Y,0,116,0,0,No Pool,No Fence,No Misc,11,2007,New,12.20557752297723
RL,9.174816815907135,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,0.0,664.0,1350.0,GasA,TA,Y,SBrkr,1334,0,7.19668657083435,0.0,1.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2.0,630.0,TA,TA,Y,0,16,0,0,No Pool,No Fence,No Misc,4,2009,WD ,12.031129798974042
RL,9.587817443544179,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Rec,219.0,331.0,1144.0,GasA,Ex,Y,SBrkr,1429,0,7.265429723253953,0.0,1.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,TA,Y,216,110,0,0,No Pool,No Fence,No Misc,6,2007,WD ,12.111217862017215
FV,9.105090961257085,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,Ex,Y,SBrkr,1566,0,7.356918242356021,1.0,0.0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2008.0,RFn,2.0,750.0,TA,TA,Y,144,168,0,0,No Pool,No Fence,No Misc,4,2010,WD ,12.47801017053037
RL,9.530610634021116,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,Unf,0.0,476.0,908.0,GasA,Ex,Y,SBrkr,1316,972,7.735870319952567,0.0,0.0,1,2,4,1,Gd,8,Typ,2,TA,Attchd,1977.0,RFn,2.0,520.0,TA,TA,Y,321,72,0,156,No Pool,No Fence,No Misc,11,2009,WD ,12.345838935721968
FV,8.540909718033554,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238.0,Unf,0.0,460.0,1698.0,GasA,Ex,Y,SBrkr,1709,0,7.444248649496705,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,506.0,TA,TA,Y,97,65,0,0,No Pool,No Fence,No Misc,1,2008,CWD,12.70351207261035
RL,9.132919225007598,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,119.0,Unf,0.0,1602.0,1721.0,GasA,Ex,Y,SBrkr,1721,0,7.451241684987676,1.0,0.0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,2.0,554.0,TA,TA,Y,168,27,0,0,No Pool,No Fence,No Misc,1,2007,WD ,12.35750105190255
RL,9.242323417829233,Pave,No Alley,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Av,GLQ,872.0,Unf,0.0,382.0,1254.0,GasA,Ex,Y,SBrkr,1254,0,7.134890851565884,1.0,0.0,2,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,2008.0,RFn,3.0,810.0,TA,TA,Y,168,92,0,0,No Pool,No Fence,No Misc,3,2009,WD ,12.309535862454515
RL,9.033125752550372,Pave,No Alley,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,Unf,0.0,240.0,576.0,GasA,Gd,Y,SBrkr,864,486,7.208600337960199,1.0,0.0,1,1,2,1,Gd,6,Min1,0,No Fireplace,2Types,1973.0,Unf,3.0,627.0,TA,TA,N,0,0,0,0,No Pool,MnPrv,No Misc,6,2008,WD ,11.934270483892945
RL,9.18512512283512,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,1630.0,GasA,Ex,Y,SBrkr,1630,0,7.396948602621014,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,74,234,0,0,No Pool,No Fence,No Misc,10,2009,WD ,12.269052139516223
RL,8.94023623179847,Pave,No Alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,SBrkr,831,754,7.368970402194793,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,2.0,449.0,TA,TA,Y,100,77,0,0,No Pool,No Fence,No Misc,3,2006,WD ,12.127575825689417
RL,9.664659134301736,Pave,No Alley,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,324.0,1165.0,GasA,TA,Y,SBrkr,1336,0,7.198183577101943,1.0,0.0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,No Misc,6,2006,WD ,11.964007453736912
RL,9.13140538388804,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,612.0,Unf,0.0,252.0,864.0,GasA,Gd,Y,SBrkr,1211,0,7.10002716662926,0.0,0.0,1,0,2,1,TA,6,Min1,1,TA,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,161,0,0,0,No Pool,MnPrv,No Misc,3,2006,WD ,11.87757552297847
RL,9.249657234353133,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,Unf,0.0,356.0,1259.0,GasA,Ex,Y,SBrkr,1353,0,7.21081845347222,1.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,RFn,2.0,478.0,TA,TA,Y,240,141,0,0,No Pool,No Fence,No Misc,8,2007,WD ,12.167077107023179
RL,9.082620630373812,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,654.0,Unf,0.0,520.0,1174.0,GasA,Ex,Y,SBrkr,1200,0,7.0909098220799835,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1966.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,No Misc,10,2007,CWD,12.004574385508691
RL,9.379238908437996,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085.0,Unf,0.0,390.0,1475.0,GasA,Ex,Y,SBrkr,1532,797,7.753623546559746,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2.0,514.0,TA,TA,Y,192,121,0,0,No Pool,No Fence,No Misc,5,2008,WD ,12.47717172708952
RL,9.119977931895791,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,Unf,0.0,726.0,1536.0,GasA,Ex,Y,SBrkr,1536,0,7.337587743538596,1.0,0.0,2,0,3,1,Gd,7,Typ,0,No Fireplace,Attchd,2002.0,RFn,2.0,532.0,TA,TA,Y,192,74,0,0,No Pool,No Fence,No Misc,12,2008,WD ,12.273735966890268
RL,9.55506418479516,Pave,No Alley,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,230.0,1073.0,GasA,Ex,Y,SBrkr,1811,0,7.502186486602924,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2.0,470.0,TA,TA,Y,0,0,280,0,No Pool,No Fence,No Misc,7,2006,WD ,12.345838935721968
RL,9.557823197546,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,1063.0,GasA,Ex,Y,SBrkr,1071,1101,7.6838639802564295,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,192,62,0,0,No Pool,No Fence,No Misc,8,2007,New,12.54254845357358
RL,8.94910546953925,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,TA,Y,SBrkr,1051,788,7.517520850603031,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1966.0,Unf,2.0,442.0,TA,TA,Y,0,124,216,0,No Pool,No Fence,No Misc,6,2010,WD ,11.951186847493476
C,8.468423027046809,Pave,No Alley,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,Fa,N,FuseP,1020,0,6.928537818164665,0.0,0.0,1,0,2,1,Fa,5,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,N,0,0,105,0,No Pool,No Fence,No Misc,10,2006,ConLD,11.07443600653965
RL,9.18204377282107,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Ex,Av,ALQ,755.0,Unf,0.0,240.0,995.0,GasA,TA,Y,SBrkr,1009,0,6.917705609835305,0.0,0.0,2,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,No Misc,6,2007,WD ,11.982935344196433
FV,9.0642735958414,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1314.0,1338.0,GasA,Ex,Y,SBrkr,1338,0,7.199678345691172,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No Fireplace,Attchd,2007.0,RFn,2.0,598.0,TA,TA,Y,0,141,0,0,No Pool,No Fence,No Misc,11,2007,New,12.249615734512616
FV,8.064950891749143,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,Ex,Y,SBrkr,703,689,7.239214973779806,0.0,0.0,2,0,2,1,Gd,5,Typ,0,No Fireplace,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,No Pool,No Fence,No Misc,3,2008,WD ,11.891368749982085
RL,9.613402595468036,Pave,No Alley,IR2,Lvl,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288,0,7.161622002939187,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,120,30,0,224,No Pool,No Fence,No Misc,12,2008,WD ,12.411056299528171
RM,8.517393171418904,Pave,No Alley,Reg,Bnk,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,992.0,GasA,Ex,Y,SBrkr,1013,0,6.921658184151129,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,0,0,101,0,No Pool,No Fence,No Misc,4,2008,WD ,11.635151947212842
RL,9.733351450605975,Pave,No Alley,IR1,Lvl,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,251.0,1782.0,GasA,Ex,Y,SBrkr,1782,0,7.48605261786314,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,99,82,0,0,No Pool,No Fence,No Misc,4,2009,WD ,12.598118111678868
RL,9.558035114334135,Pave,No Alley,IR1,HLS,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249.0,Unf,0.0,673.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,7.56164174558878,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,676.0,TA,TA,Y,178,51,0,0,No Pool,No Fence,No Misc,7,2007,WD ,12.841132451487937
RL,9.430037992886092,Pave,No Alley,Reg,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1172.0,Unf,0.0,528.0,1700.0,GasA,Ex,Y,SBrkr,1718,0,7.449498005382849,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,786.0,TA,TA,Y,216,48,0,0,No Pool,No Fence,No Misc,7,2009,WD ,12.729323752253295
RL,8.847503625923641,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,Mn,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,624,312,6.842683282238422,0.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Attchd,1948.0,Unf,1.0,265.0,TA,Po,Y,0,0,0,0,No Pool,No Fence,No Misc,4,2006,WD ,11.49171204297103
FV,8.969923491991516,Pave,No Alley,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1191.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,7.105786129481271,0.0,0.0,2,0,2,1,Gd,4,Typ,0,No Fireplace,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0,102,0,0,No Pool,No Fence,No Misc,9,2009,New,12.246739428005663
RL,9.310276200588783,Pave,No Alley,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,910.0,910.0,GasA,Ex,Y,SBrkr,910,910,7.507141079727608,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,318,32,0,0,No Pool,No Fence,No Misc,9,2008,WD ,12.269052139516223
